,날짜,서적/문구,소비자물가지수_등락률,소매판매지수_증감률,동월_평균_등락률,전체_평균_대비,소비
44,2013-09,4.8,0.0019412685814796937,0.03183315038419332,6.858333333333334,0,0
45,2013-10,-4.4,-0.003050771256382534,0.03297872340425534,-8.6,1,1
46,2013-11,4.8,-0.00019326991216961353,0.016477857878475888,5.658333333333332,0,1
47,2013-12,13.1,0.0012135401005197721,0.012158054711246313,13.516666666666664,1,1
48,2014-01,-10.4,0.005373864355511682,-0.03503503503503502,-9.446153846153845,0,0
49,2014-02,1.7,0.0026672356769443795,-0.10062240663900412,1.3230769230769228,0,0
50,2014-03,31.8,0.001840817195147837,0.10380622837370246,27.492307692307694,1,1
51,2014-04,-26.2,0.0006478816394590581,-0.03343782654127481,-20.915384615384614,0,0
52,2014-05,-5.3,0.0016451907359840146,0.06054054054054059,-4.8916666666666675,1,1
53,2014-06,-6.1,-0.001282200722694915,-0.03669724770642191,-1.7666666666666666,1,0
54,2014-07,15.4,0.0014642220524572203,0.020105820105820182,7.750000000000001,0,1
55,2014-08,-6.8,0.001748140614074245,-0.024896265560165998,-6.008333333333334,1,0
56,2014-09,5.4,-0.0006451544669014986,0.018085106382978777,6.858333333333334,0,1
57,2014-10,-6.6,-0.003016192189649658,0.017763845350052376,-8.6,1,1
58,2014-11,7.1,-0.0020168780850272627,0.026694045174537884,5.658333333333332,0,1
59,2014-12,10.5,-9.57294048822277e-05,0.052000000000000046,13.516666666666664,1,1
60,2015-01,-7.5,0.006776163223624065,-0.1045627376425855,-9.446153846153845,0,0
61,2015-02,-2.2,-0.0005916972200796788,-0.013800424628450103,1.3230769230769228,0,0
62,2015-03,36.8,9.515049636843464e-05,0.06781485468245418,27.492307692307694,1,1
63,2015-04,-23.8,0.0003065668738635452,-0.005040322580645129,-20.915384615384614,0,0
64,2015-05,-7.7,0.0028005284015852894,0.03951367781155013,-4.8916666666666675,1,0
65,2015-06,-6.0,0.00020023184740236566,-0.07407407407407407,-1.7666666666666666,1,0
66,2015-07,15.2,0.001801725863721959,0.030526315789473735,7.750000000000001,0,0
67,2015-08,-8.0,0.0013988220445939614,-0.023493360572012345,-6.008333333333334,1,0
68,2015-09,5.0,-0.0025941835673699565,0.06903765690376584,6.858333333333334,0,1
69,2015-10,-5.3,0.0,0.04011741682974557,-8.6,1,1
70,2015-11,-3.0,-0.001895415201229822,0.0,5.658333333333332,0,0
71,2015-12,24.0,0.002996223070917514,0.02539981185324547,13.516666666666664,1,1
72,2016-01,-11.1,0.0017040075733669724,-0.0862385321100918,-9.446153846153845,0,0
73,2016-02,-1.2,0.004284274193548487,-0.04016064257028118,1.3230769230769228,0,0
74,2016-03,36.2,-0.0025826014219991755,0.09309623430962355,27.492307692307694,1,1
75,2016-04,-26.1,0.0018869309068798579,-0.022966507177033524,-20.915384615384614,0,0
76,2016-05,-6.2,0.0005964027497304958,0.050930460333006966,-4.8916666666666675,1,1
77,2016-06,-0.1,-0.00019868242183407325,-0.03634669151910519,-1.7666666666666666,1,0
78,2016-07,10.8,-0.0018826285678427146,-0.012572533849129708,7.750000000000001,0,0
79,2016-08,-8.5,0.0025777787092244875,-0.012732615083251742,-6.008333333333334,1,0
80,2016-09,4.3,0.005957544655455171,0.01388888888888884,6.858333333333334,0,0
81,2016-10,-5.5,0.0013714713185866145,0.0606653620352251,-8.6,1,1
82,2016-11,5.4,-0.0014733500036315794,0.0064575645756457245,5.658333333333332,0,1
83,2016-12,12.7,0.0010910564543782364,0.019248395967002896,13.516666666666664,1,1
84,2017-01,-14.1,0.010628801561105128,-0.0710431654676259,-9.446153846153845,0,0
85,2017-02,10.1,0.002731959821703711,-0.07841239109390119,1.3230769230769228,0,0
86,2017-03,27.5,-0.0006862504097018274,0.1071428571428572,27.492307692307694,1,1
87,2017-04,-24.0,-0.0012606979962076492,-0.014231499051233443,-20.915384615384614,0,0
88,2017-05,-6.6,0.0010673015742699299,0.03561116458132818,-4.8916666666666675,1,1
89,2017-06,0.2,-0.0021323273122425546,-0.03159851301115235,-1.7666666666666666,1,1
90,2017-07,7.4,0.0016540302862191325,0.006717850287907945,7.750000000000001,0,0
91,2017-08,-5.1,0.005733392137355464,-0.03431839847473794,-6.008333333333334,1,0
92,2017-09,11.4,0.0011625772501988596,0.08094768015794673,6.858333333333334,0,1
93,2017-10,-19.4,-0.0009676893615286897,-0.013698630136986356,-8.6,1,0
94,2017-11,11.2,-0.007443131417151916,0.06481481481481488,5.658333333333332,0,1
95,2017-12,14.2,0.003605658109649079,-0.01826086956521733,13.516666666666664,1,1
96,2018-01,-11.5,0.00417613461892774,-0.06731620903454394,-9.446153846153845,0,0
97,2018-02,2.4,0.0076345993109494525,-0.03418803418803418,1.3230769230769228,0,0
98,2018-03,33.4,-0.001052045925850953,0.11406096361848572,27.492307692307694,1,1
99,2018-04,-25.3,0.0018227663517331738,-0.030008826125330956,-20.915384615384614,0,0
100,2018-05,-0.9,0.0004851866452375564,0.0263876251137396,-4.8916666666666675,1,1
101,2018-06,-2.1,-0.002020630638822407,-0.03634751773049638,-1.7666666666666666,1,0
102,2018-07,6.5,-0.0019133621518743205,0.01931922723091062,7.750000000000001,0,1
103,2018-08,-3.1,0.008844710416878065,-0.03429602888086636,-6.008333333333334,1,0
104,2018-09,4.4,0.007631055076310567,0.028037383177569986,6.858333333333334,0,0
105,2018-10,-8.4,-0.0017960307719939728,0.032727272727272716,-8.6,1,1
106,2018-11,5.3,-0.0071070860947011205,0.022887323943661997,5.658333333333332,0,1
107,2018-12,12.2,-0.0034430685593476174,0.001721170395869276,13.516666666666664,1,1
108,2019-01,-4.1,-0.0010506323998868972,-0.05670103092783507,-9.446153846153845,0,0
109,2019-02,-1.1,0.004318191011690509,-0.09107468123861562,1.3230769230769228,0,0
110,2019-03,29.1,-0.0019131818227589026,0.16232464929859725,27.492307692307694,1,1
111,2019-04,-24.1,0.003631924617386817,-0.039655172413793016,-20.915384615384614,0,0
112,2019-05,-2.7,0.001718921201033341,0.04667863554757612,-4.8916666666666675,1,0
113,2019-06,-1.2,-0.0016156223658331248,-0.05660377358490565,-1.7666666666666666,1,0
114,2019-07,4.3,-0.0030555527635666158,0.00454545454545463,7.750000000000001,0,0
115,2019-08,-1.6,0.0023995080000402957,0.009049773755656076,-6.008333333333334,1,0
116,2019-09,0.9,0.003711340206185465,0.016143497757847403,6.858333333333334,0,0
117,2019-10,-6.5,0.0024750987033288485,0.02118270079435125,-8.6,1,0
118,2019-11,5.5,-0.005597704940974224,0.04062229904926529,5.658333333333332,0,1
119,2019-12,8.6,0.0023924166423738846,0.009966777408637828,13.516666666666664,1,1
120,2020-01,-6.2,0.0037204544770805814,-0.08059210526315785,-9.446153846153845,0,0
121,2020-02,-4.7,0.000699370566490165,-0.12522361359570666,1.3230769230769228,0,0
122,2020-03,-11.0,-0.0021964856230032304,0.09304703476482623,27.492307692307694,1,1
123,2020-04,6.9,-0.0044026415849509615,0.018709073900841977,-20.915384615384614,0,1
124,2020-05,7.2,-0.000603015075376856,0.08723599632690537,-4.8916666666666675,1,1
125,2020-06,-5.4,0.0027152051488334994,-0.01266891891891897,-1.7666666666666666,1,0
126,2020-07,-2.1,-0.0008023267475679718,-0.05132591958939259,7.750000000000001,0,0
127,2020-08,-2.9,0.005620796948710316,0.007213706041478751,-6.008333333333334,1,0
128,2020-09,2.7,0.00548956981734694,0.056401074306177135,6.858333333333334,0,0
129,2020-10,-8.2,-0.005558864403414576,-0.01864406779661021,-8.6,1,0
130,2020-11,2.8,-0.00089838291076072,0.02763385146804831,5.658333333333332,0,1
131,2020-12,8.5,0.0023978419422518993,0.0008403361344537785,13.516666666666664,1,1
132,2021-01,-1.1,0.007076647064686581,-0.05793450881612083,-9.446153846153845,0,0
133,2021-02,0.6,0.005344418052256383,-0.053475935828877,1.3230769230769228,0,0
134,2021-03,21.1,0.0025595589683009567,0.1252354048964217,27.492307692307694,1,1
135,2021-04,-16.9,0.001374705420267075,-0.005020920502092019,-20.915384615384614,0,0
136,2021-05,1.1,0.0006864090998235373,0.032800672834314426,-4.8916666666666675,1,1
137,2021-06,-4.7,0.0,-0.02687296416938112,-1.7666666666666666,1,0
138,2021-07,5.5,0.0020578147966683336,0.0058577405857740406,7.750000000000001,0,0
139,2021-08,-5.3,0.004791707412477919,-0.030782029950083167,-6.008333333333334,1,0
140,2021-09,8.3,0.004087591240875987,0.05321888412017173,6.858333333333334,0,0
141,2021-10,-4.1,0.0017446932247746627,0.018744906275468542,-8.6,1,0
142,2021-11,-2.2,0.005031446540880502,-0.0023999999999999577,5.658333333333332,0,0
143,2021-12,14.7,0.0016366612111293755,0.020048115477145245,13.516666666666664,1,1
144,2022-01,-5.1,0.006247597078046896,-0.07625786163522019,-9.446153846153845,0,0
145,2022-02,-7.4,0.005826726525933745,-0.08170212765957441,1.3230769230769228,0,0
146,2022-03,26.7,0.007217473884140624,0.13067655236329934,27.492307692307694,1,1
147,2022-04,-16.8,0.0074486139920799666,-0.021311475409836023,-20.915384615384614,0,0
